10000
3391
28.10.23.13 09.12.04.38
05.06.18.52 02.10.00.18
09.02.15.31 17.04.00.07
01.08.20.26 10.12.18.19
12.01.11.09 06.11.00.16
27.06.11.01 01.09.17.35
21.07.09.51 30.07.16.14
02.07.04.12 28.10.01.04
09.12.12.54 23.12.04.04
18.06.09.17 04.08.11.53
15.02.00.31 23.06.04.26
30.02.21.02 27.07.17.12
29.10.06.49 16.12.11.01
15.07.01.12 10.09.20.56
02.11.02.27 29.12.04.12
05.02.15.23 07.11.18.59
03.12.18.16 09.12.16.33
04.08.17.04 25.11.07.49
18.12.14.36 24.12.14.10
02.12.15.29 10.12.01.08
07.10.11.19 21.12.23.45
14.10.00.29 08.11.23.45
18.07.20.49 23.11.16.35
08.06.13.11 02.07.07.18
05.04.07.26 25.12.01.17
12.07.15.48 30.11.08.18
20.04.16.30 01.12.01.02
19.11.12.51 24.11.09.07
08.03.19.01 24.09.05.24
23.08.03.30 10.11.06.31
05.03.17.33 05.07.20.25
12.05.21.20 22.11.15.21
06.05.22.13 24.11.05.20
23.04.09.25 06.10.03.00
05.01.21.53 13.01.00.40
21.11.20.33 27.11.17.55
13.02.08.10 16.05.19.44
04.04.01.14 07.07.23.44
02.07.14.25 03.11.01.40
26.08.23.48 28.10.07.37
19.03.09.32 16.06.13.35
10.11.18.17 12.11.09.56
04.07.02.03 22.11.16.50
16.08.03.47 02.09.00.47
08.11.02.48 19.12.07.37
28.09.23.04 26.12.15.45
21.05.18.16 17.11.00.27
29.05.18.28 17.09.07.39
08.09.02.53 05.10.04.47
18.10.16.21 04.11.10.40
28.07.02.33 28.12.15.13
15.04.05.18 27.06.01.28
18.12.14.40 22.12.10.03
11.09.18.26 18.09.04.15
08.11.23.53 07.12.04.14
25.07.06.15 01.12.03.54
15.06.06.47 21.09.11.26
09.06.06.35 05.08.17.17
03.10.04.53 21.12.02.03
01.01.17.35 04.11.09.16
19.03.12.39 23.06.06.40
07.05.13.20 03.06.23.55
05.10.07.48 25.10.00.39
26.08.18.16 22.09.15.00
08.11.23.22 05.12.22.32
01.07.00.49 04.07.13.17
20.12.10.59 25.12.16.11
13.11.07.57 14.12.00.09
12.04.01.56 28.04.20.20
12.08.14.42 09.09.14.18
24.11.22.38 11.12.21.39
28.10.21.15 25.11.19.24
03.11.12.10 13.12.23.41
22.08.03.45 14.11.23.04
17.10.16.27 04.11.11.31
27.08.20.52 26.11.08.53
08.10.22.40 20.11.01.57
15.09.13.01 05.12.01.50
24.09.16.24 26.10.14.42
08.12.11.44 17.12.05.37
23.04.22.42 11.07.16.51
02.06.07.17 10.06.08.35
25.06.22.20 03.12.18.57
16.09.01.38 28.12.11.13
19.10.16.42 20.11.03.05
28.02.03.06 07.08.20.36
20.10.03.34 27.12.06.43
10.09.19.51 09.11.15.19
20.07.22.04 11.11.05.13
16.04.22.10 13.12.03.12
19.09.16.12 20.12.20.13
04.07.01.19 08.11.03.40
25.11.18.52 25.11.22.33
26.03.16.43 17.12.08.14
29.06.19.19 18.10.20.18
01.04.06.45 29.06.20.11
12.07.00.41 14.09.19.56
06.12.02.53 26.12.21.38
21.11.11.04 04.12.23.30
15.11.10.42 30.12.15.30
27.10.13.40 28.12.18.14
25.09.08.07 08.12.15.19
23.04.17.39 01.10.15.06
29.05.17.55 21.11.04.37
21.02.22.58 30.03.08.42
16.06.22.20 13.11.16.51
05.02.14.33 19.03.18.23
11.03.02.03 29.08.17.36
27.07.13.43 06.12.12.27
26.05.15.40 13.08.05.33
03.07.15.49 17.11.05.10
08.09.07.05 14.12.05.41
10.02.07.07 16.07.08.31
03.03.10.10 24.09.03.23
13.11.23.43 21.12.02.10
02.08.04.59 06.08.11.30
24.03.18.13 28.10.16.05
15.07.04.45 27.10.01.44
16.07.02.26 23.10.22.05
07.07.23.04 30.12.20.51
06.09.19.34 02.10.15.12
18.05.01.52 07.11.09.23
27.04.06.38 15.12.12.39
10.10.23.19 17.10.10.01
20.09.11.29 30.12.11.48
14.02.16.15 13.11.10.42
26.04.19.22 25.11.11.44
22.02.11.33 03.05.09.53
29.09.02.01 09.12.07.42
01.08.22.39 03.11.10.39
15.10.23.22 29.11.05.52
03.09.02.18 22.10.17.07
03.11.14.27 12.12.21.27
17.08.23.17 30.11.05.05
10.11.15.13 12.11.17.18
18.09.17.05 29.12.00.53
24.05.21.14 02.11.13.01
13.01.17.10 10.07.05.32
16.10.02.51 26.12.08.43
28.05.06.30 26.06.14.09
28.09.01.59 16.11.11.00
28.07.20.35 05.11.07.45
01.09.00.35 15.11.02.40
29.10.20.39 05.12.23.55
03.11.02.29 13.11.07.58
28.02.04.36 13.10.04.18
20.07.18.55 14.12.03.42
09.10.06.52 29.11.02.25
27.04.14.32 12.11.11.04
29.12.10.15 30.12.04.30
05.12.08.37 07.12.09.34
12.03.20.34 14.09.19.01
28.12.15.32 29.12.03.56
14.12.03.11 24.12.23.46
01.09.21.35 25.12.06.36
05.02.22.31 09.05.21.31
09.11.13.18 02.12.20.38
03.10.11.52 21.10.20.57
24.11.19.02 07.12.11.31
14.11.14.37 26.11.09.43
04.08.21.09 18.10.13.55
22.09.13.25 14.11.22.08
28.09.05.13 22.11.02.37
04.01.13.07 22.01.16.43
26.09.12.19 23.11.06.22
23.10.08.42 19.12.05.27
30.01.02.51 15.06.15.48
30.12.03.46 30.12.06.10
10.11.08.26 29.12.11.12
03.03.15.58 10.04.21.58
17.11.01.14 03.12.15.48
10.11.08.06 28.11.18.42
09.04.00.08 10.04.19.18
27.12.04.11 28.12.20.52
06.05.06.38 26.12.12.22
03.05.05.27 06.06.14.11
29.04.01.29 06.05.19.23
15.06.04.21 11.09.18.26
28.07.05.31 13.12.06.25
28.03.09.47 11.08.14.52
16.06.17.11 30.11.10.55
11.09.00.02 15.10.02.50
22.06.08.37 26.10.12.58
26.07.01.07 27.11.12.46
20.08.01.41 24.08.21.34
14.08.20.20 16.09.14.40
27.02.23.34 04.12.03.23
28.08.10.16 05.10.18.07
15.03.02.12 06.04.17.54
24.12.19.42 24.12.22.42
07.08.11.38 15.09.21.54
13.10.08.25 28.12.01.12
21.04.22.20 24.05.02.23
14.12.09.04 25.12.18.53
19.12.13.59 21.12.17.37
06.03.04.02 07.06.19.48
03.09.01.28 04.12.19.48
04.02.03.22 21.10.09.28
10.12.17.19 17.12.03.36
17.05.17.33 25.12.21.05
20.01.21.01 29.05.21.26
19.06.15.50 18.12.23.29
14.11.10.33 06.12.15.28
05.08.01.34 23.08.04.04
09.10.03.50 29.11.20.52
17.01.23.25 10.09.03.06
20.11.14.24 01.12.01.34
22.09.00.27 10.11.21.33
16.10.03.04 22.11.12.29
09.01.04.29 28.07.06.12
23.01.01.17 23.06.15.54
01.03.19.32 19.07.10.55
26.12.04.53 30.12.19.27
20.02.23.31 05.12.03.43
15.08.08.07 08.11.22.12
10.05.01.02 23.10.10.14
16.12.14.54 22.12.12.08
09.05.17.08 01.12.17.15
03.09.21.50 02.12.10.44
22.04.15.36 30.11.21.10
01.02.01.00 03.06.03.26
26.11.06.27 18.12.01.06
20.05.18.33 16.10.18.44
23.08.10.46 28.10.16.27
04.09.07.34 27.09.01.25
11.11.23.55 08.12.05.11
09.08.15.43 19.12.23.04
30.02.08.07 14.04.08.18
23.08.05.32 30.09.22.55
19.02.16.09 28.04.02.49
25.07.19.38 04.11.22.50
28.03.21.29 21.12.03.19
27.09.10.29 08.10.05.15
27.03.17.21 07.08.03.31
10.11.00.59 21.11.04.08
08.12.09.55 08.12.12.56
27.02.22.23 01.11.00.33
29.02.23.37 17.12.13.51
01.10.22.16 14.10.14.00
07.10.17.43 11.10.08.14
14.05.10.07 21.08.11.49
30.05.09.21 27.10.08.39
01.02.02.48 28.08.03.42
20.02.08.24 21.02.06.18
30.08.14.49 09.09.09.23
13.11.19.01 21.11.17.47
19.01.13.51 07.08.21.35
16.01.06.50 05.02.06.28
03.04.03.37 18.07.18.55
17.02.13.52 23.04.04.59
26.05.14.51 11.07.04.51
07.08.07.27 28.11.18.59
06.02.09.02 23.06.04.22
19.04.17.51 14.06.10.52
30.06.12.19 29.12.15.28
16.12.01.49 28.12.23.29
08.05.09.35 12.08.03.41
26.11.19.49 26.12.12.33
01.04.14.28 02.06.19.57
19.04.02.40 08.06.00.49
17.04.10.58 26.05.13.46
01.08.22.27 05.09.06.59
20.12.21.51 26.12.04.16
25.11.15.32 02.12.09.20
11.09.09.42 10.12.07.22
19.04.05.36 29.10.15.43
02.04.17.09 21.06.17.23
02.04.14.58 02.09.13.55
05.01.23.51 22.09.11.24
04.06.03.06 24.07.09.05
28.10.16.19 10.12.01.38
10.06.07.42 15.07.02.42
16.02.15.01 13.03.07.35
10.02.18.27 14.07.10.15
02.11.04.28 28.12.22.39
21.01.09.23 25.07.17.42
06.11.19.50 18.11.12.01
27.05.23.23 07.10.04.01
05.05.22.36 16.10.19.13
29.07.17.42 30.07.07.48
15.02.00.35 22.03.15.03
11.02.00.09 22.05.12.13
11.11.02.17 07.12.04.54
11.09.17.35 13.09.04.26
08.11.03.35 27.11.14.03
09.07.20.22 22.12.03.21
17.07.06.20 03.12.23.23
02.08.10.57 29.12.04.28
26.12.10.32 29.12.16.08
09.12.02.04 19.12.11.18
18.09.03.46 21.12.04.14
24.07.01.15 07.08.23.25
17.01.10.07 25.05.05.31
27.12.00.23 30.12.21.16
21.05.03.38 02.06.06.15
09.11.03.18 26.12.15.41
04.11.05.49 04.12.10.47
28.09.01.00 02.12.09.21
22.12.18.50 27.12.12.01
17.11.02.55 25.11.01.29
24.08.01.13 21.12.14.34
10.12.05.01 14.12.23.47
08.03.07.27 24.12.23.26
19.02.07.23 01.09.01.20
08.04.07.22 08.12.02.42
01.07.01.56 08.08.14.13
12.02.05.37 02.06.20.09
11.05.09.49 18.06.15.07
18.02.18.07 29.02.00.31
23.05.01.57 13.11.15.30
22.09.08.49 24.10.08.50
10.09.07.26 13.10.20.49
09.11.19.40 29.11.20.32
14.07.10.58 21.07.02.27
21.11.19.53 01.12.09.49
22.11.06.20 25.12.13.56
14.04.17.40 04.05.09.23
24.11.10.58 27.11.05.46
09.04.01.44 02.11.23.42
24.06.14.42 24.11.01.53
08.04.07.13 25.09.21.11
08.03.02.21 28.09.17.18
23.07.20.54 04.11.05.05
05.02.12.45 05.05.17.57
17.11.11.19 15.12.09.02
12.02.09.19 01.03.22.16
08.08.17.19 30.09.00.26
28.07.16.25 07.08.01.46
11.01.19.24 28.12.03.19
15.07.05.03 11.08.05.20
28.08.13.01 01.11.02.26
24.10.17.34 11.12.06.35
16.12.08.14 20.12.02.47
23.03.09.17 22.07.01.24
01.10.10.45 22.12.21.33
20.10.18.04 05.12.00.24
27.12.01.47 27.12.20.52
23.12.05.53 30.12.08.06
17.05.17.52 20.12.01.42
19.04.02.06 24.05.07.10
06.02.17.10 13.05.06.15
15.11.17.29 27.11.23.11
30.10.11.31 05.11.20.03
01.08.03.47 16.10.18.51
06.06.19.13 18.11.17.12
27.11.01.47 11.12.09.23
03.12.10.08 15.12.03.47
16.02.15.18 29.05.16.36
08.10.16.54 24.12.01.18
21.01.17.27 02.06.16.55
10.12.14.06 13.12.00.37
03.09.20.16 27.10.20.24
17.05.18.23 25.05.02.08
03.02.12.25 21.04.18.56
28.06.13.21 24.07.13.05
04.02.04.45 10.03.06.30
17.07.12.14 13.09.13.22
03.01.20.17 04.04.08.33
09.03.00.57 25.12.12.36
13.01.01.20 01.04.14.55
01.08.01.37 17.08.13.11
09.09.23.13 13.11.04.43
21.11.19.42 23.12.14.17
23.09.14.42 26.11.02.28
14.12.00.35 28.12.02.32
19.09.02.03 11.12.12.50
13.09.20.46 25.10.10.52
20.04.08.59 11.09.01.50
20.09.06.48 15.11.17.20
13.09.14.08 28.10.08.25
12.05.20.55 05.07.09.45
03.03.12.52 08.07.05.28
17.01.15.19 16.12.23.08
16.09.18.24 25.10.18.53
12.03.17.35 30.04.08.59
03.05.07.53 28.06.08.07
27.01.18.48 28.09.10.39
16.07.15.15 13.11.15.56
06.12.15.52 06.12.15.57
10.12.17.11 23.12.01.36
19.03.16.52 27.07.17.31
01.01.16.50 02.05.14.50
23.06.23.19 11.09.09.25
17.09.16.43 05.12.22.32
11.07.00.32 21.10.16.37
04.05.18.46 11.10.03.57
08.11.12.45 16.11.06.08
02.02.12.39 21.06.02.58
03.04.10.36 12.10.16.40
18.03.09.27 05.08.03.02
25.12.22.51 28.12.16.37
26.03.19.24 10.12.21.19
05.09.23.55 15.09.13.37
22.06.05.30 12.10.20.25
10.05.22.05 09.08.22.30
22.06.18.56 02.08.02.18
04.10.09.32 15.11.07.23
28.11.03.36 02.12.17.04
23.03.17.15 06.05.15.10
24.12.14.12 29.12.04.01
09.03.07.46 08.07.03.51
16.05.06.40 05.06.22.37
25.06.00.12 23.12.10.12
14.12.17.03 29.12.00.15
02.04.07.03 19.08.07.24
28.12.15.08 29.12.13.23
20.03.00.06 30.09.01.59
30.06.14.14 14.12.09.17
29.02.13.14 23.04.15.53
11.08.08.32 08.10.00.23
03.10.12.26 07.10.04.46
08.11.10.13 06.12.08.18
12.01.15.48 29.11.00.35
30.04.03.48 26.10.11.51
07.12.23.04 30.12.08.07
03.10.20.51 24.10.23.19
12.05.15.10 22.08.03.52
24.10.08.19 05.11.15.34
10.04.02.28 23.05.09.06
17.10.02.29 08.12.13.57
13.12.08.56 20.12.21.52
04.12.20.49 16.12.00.37
08.04.18.40 22.10.05.21
11.05.05.24 25.12.23.54
08.12.06.00 28.12.03.31
07.04.00.07 17.08.01.25
30.07.17.22 01.12.22.06
07.09.18.30 10.10.01.55
23.05.22.00 26.10.13.50
29.01.18.04 22.05.11.51
16.03.06.15 21.05.15.55
20.09.21.42 21.12.19.16
18.08.09.11 30.12.23.37
07.01.16.48 04.07.01.18
18.07.20.10 06.09.20.56
29.09.12.16 05.10.08.25
12.07.02.46 30.08.10.15
19.08.09.37 11.10.03.29
24.05.05.30 04.06.11.24
26.02.15.03 11.08.01.40
30.08.14.53 14.12.22.13
09.04.23.46 04.11.05.02
10.04.10.23 16.07.10.48
15.02.02.33 13.10.09.16
03.10.04.39 24.12.07.06
09.06.15.02 14.12.18.34
23.07.16.53 17.12.13.13
04.08.15.14 21.12.01.22
09.12.22.02 25.12.23.35
26.05.23.58 14.12.11.30
21.02.19.22 21.10.12.15
27.05.16.38 24.06.09.07
05.12.14.15 21.12.06.29
07.12.03.04 20.12.08.47
30.06.19.09 17.12.05.25
22.05.00.12 30.06.17.45
25.09.13.49 26.11.07.36
18.01.06.08 13.12.13.16
30.07.11.44 07.09.11.40
05.12.13.06 10.12.03.00
13.06.04.43 18.09.08.49
01.04.13.29 01.07.02.40
12.10.17.16 11.12.12.19
14.02.11.10 08.04.21.12
10.01.15.02 13.10.19.21
14.05.21.01 20.11.02.45
25.08.21.27 09.10.17.57
14.05.21.47 29.12.13.36
26.04.13.33 08.05.11.41
24.10.23.12 04.11.15.11
16.01.14.44 26.08.02.01
08.05.15.34 22.10.21.54
16.03.20.28 17.12.10.36
28.03.22.51 11.12.17.55
10.10.22.42 16.10.12.51
15.07.10.29 20.10.23.46
08.08.07.54 16.12.04.46
07.08.06.31 30.08.14.57
21.08.15.43 13.11.15.05
17.01.08.23 01.11.16.27
02.07.15.29 07.12.06.08
15.11.04.33 11.12.16.32
28.11.04.33 03.12.08.02
21.03.20.54 27.12.11.52
13.07.14.30 07.08.09.20
04.11.03.41 29.12.06.24
25.12.03.08 26.12.09.01
23.05.19.00 10.08.07.09
30.10.04.29 08.12.13.04
17.05.21.30 15.09.22.22
09.12.07.55 26.12.09.57
22.02.18.14 14.04.17.42
14.03.11.53 01.11.16.09
11.04.15.31 18.04.04.06
19.08.16.43 22.09.04.06
30.10.13.19 14.11.09.30
03.08.02.08 01.12.03.33
01.11.05.04 07.11.07.03
24.12.02.16 30.12.19.25
01.03.07.42 03.12.13.38
03.02.09.07 16.11.00.27
08.02.11.13 08.05.07.00
18.07.16.20 08.10.21.33
13.09.09.07 22.10.03.20
03.03.19.04 05.09.03.15
28.05.00.51 26.11.01.02
10.07.14.09 16.09.04.58
24.05.20.42 03.06.23.13
07.04.03.14 20.09.09.12
03.07.21.44 18.10.19.40
19.08.04.30 03.12.23.05
25.08.12.56 09.09.04.24
06.09.09.25 27.10.18.52
27.08.08.28 22.11.06.30
06.07.06.09 17.11.01.52
09.05.10.54 04.12.07.54
03.03.06.49 24.08.02.23
16.10.20.06 25.10.12.45
13.01.05.42 04.04.19.49
09.04.04.05 20.10.16.22
27.03.06.24 24.05.23.25
03.12.07.09 08.12.01.29
03.11.12.37 01.12.08.18
05.02.09.32 20.05.10.35
15.04.17.40 28.09.20.22
11.09.10.30 04.12.01.04
07.01.21.09 23.04.21.31
25.10.00.52 27.10.02.18
13.11.12.32 13.11.17.44
29.01.11.56 27.07.16.29
06.06.17.50 06.11.19.35
09.12.10.24 15.12.04.32
06.11.23.00 17.11.01.40
03.05.15.51 15.10.12.35
05.12.00.21 10.12.07.33
14.09.08.17 25.12.01.05
19.06.07.11 20.08.06.03
03.07.10.20 13.11.20.43
30.06.09.50 08.08.00.45
23.02.15.41 22.09.08.40
26.10.18.41 06.12.09.08
17.07.06.46 21.12.02.03
17.06.00.09 03.12.09.19
05.10.05.57 29.11.18.56
29.09.11.07 03.11.06.52
25.03.11.44 02.08.21.24
03.01.03.54 10.06.21.12
30.03.10.04 29.09.01.36
20.10.05.28 24.11.17.38
02.06.12.52 17.12.19.15
14.12.16.29 16.12.18.17
17.02.20.57 18.06.19.36
06.02.04.07 18.03.09.39
04.09.12.21 14.09.15.23
08.06.17.43 01.11.20.38
27.07.18.05 26.08.02.22
12.07.05.47 08.11.07.59
13.01.09.10 18.06.07.20
28.10.00.49 22.12.08.59
09.05.03.41 12.06.05.59
21.10.17.21 24.12.14.05
23.08.08.02 25.10.23.31
25.11.09.32 30.11.05.53
08.08.17.21 27.09.09.46
10.03.05.05 30.07.05.00
09.08.04.02 01.11.17.31
08.03.10.26 03.06.13.17
25.01.20.04 21.10.04.23
01.04.04.00 23.04.14.22
26.04.05.52 29.10.03.34
07.09.03.43 05.10.21.22
19.04.10.00 24.06.09.05
14.09.03.57 04.10.05.09
07.10.14.11 15.10.03.35
03.11.17.30 19.12.22.08
15.08.15.18 26.08.20.49
23.01.13.34 22.05.00.25
06.07.12.44 02.08.09.11
16.03.06.42 18.04.20.42
24.08.23.25 18.12.09.18
29.06.12.10 18.07.18.21
08.12.12.01 28.12.13.27
16.10.05.30 17.11.16.13
25.06.06.03 07.08.00.31
16.12.05.59 26.12.18.07
30.04.00.00 01.11.05.05
11.01.20.19 18.03.07.51
15.11.13.42 22.11.06.22
20.01.19.27 02.08.21.45
06.12.10.20 21.12.15.40
06.07.19.10 03.10.21.10
18.04.18.30 24.08.15.05
01.02.00.30 04.06.14.44
03.01.03.29 26.12.03.13
29.05.21.25 26.12.20.57
29.03.06.34 20.12.21.08
18.03.08.14 06.10.16.49
05.09.18.38 23.09.19.42
27.01.10.31 25.04.12.25
11.06.16.37 07.09.07.33
14.09.23.03 16.12.10.42
30.01.14.16 22.08.02.56
16.11.03.31 29.11.16.48
15.01.03.46 17.04.17.42
24.12.04.11 25.12.01.31
27.04.19.43 03.08.21.47
13.09.09.59 05.11.18.37
07.06.02.44 24.12.23.26
07.02.03.17 24.02.09.31
04.10.11.50 23.12.22.40
29.10.23.58 18.11.18.08
19.09.03.26 30.12.07.52
08.10.01.15 12.10.03.36
09.11.06.44 10.12.21.52
14.02.14.54 19.04.05.33
23.11.12.36 03.12.20.08
10.01.19.53 24.11.01.02
14.01.02.46 02.09.02.47
06.07.09.57 02.11.07.03
30.07.21.21 03.08.19.50
29.02.10.26 26.06.02.22
09.04.08.25 25.07.09.46
26.09.19.43 10.10.08.51
22.09.18.39 26.12.22.14
28.12.03.16 29.12.17.41
15.10.06.43 25.12.16.25
16.03.04.17 06.06.05.45
09.03.12.45 07.12.05.26
23.12.15.40 24.12.00.41
21.05.12.15 08.06.00.24
02.06.16.58 28.08.04.06
14.12.18.35 29.12.00.46
03.05.12.11 28.12.09.15
22.10.09.13 06.12.10.19
21.05.05.25 03.08.22.02
20.04.16.00 10.12.17.09
02.03.03.56 03.07.12.47
21.12.21.49 21.12.23.40
18.11.15.59 18.12.01.33
22.02.02.27 23.09.20.03
03.03.19.57 06.10.06.57
07.10.08.14 11.10.11.40
24.08.03.19 27.08.14.54
13.09.02.25 04.10.00.51
25.08.04.49 20.11.07.50
28.06.17.27 28.10.19.31
29.05.23.00 15.12.01.38
09.03.19.52 17.04.06.12
12.12.09.08 13.12.17.39
06.07.21.52 01.11.14.42
19.05.13.55 01.12.12.19
28.08.18.46 13.11.05.11
05.02.15.58 11.08.08.38
01.02.04.32 29.07.07.25
21.03.03.41 30.06.23.28
18.12.01.57 19.12.23.29
22.08.20.38 11.12.00.56
08.07.19.24 20.07.19.12
14.07.07.20 25.08.04.37
10.10.18.01 12.12.08.59
22.02.06.18 18.10.06.03
12.09.07.01 14.10.08.25
02.02.16.13 22.09.15.15
23.11.16.58 23.12.14.25
06.03.01.30 22.05.10.39
16.03.05.49 20.06.12.09
12.09.13.29 22.12.17.23
23.06.07.38 16.08.19.37
23.08.08.25 04.09.07.20
23.04.22.57 24.08.23.04
26.02.02.08 27.03.02.05
30.07.22.46 16.12.09.32
20.06.12.00 16.09.08.44
01.12.15.01 15.12.00.18
30.11.21.48 17.12.23.39
04.08.12.48 30.09.18.34
14.11.11.38 27.11.07.38
16.05.20.38 03.06.22.12
30.09.21.01 04.11.16.12
21.11.11.17 11.12.08.53
21.03.08.50 07.06.14.29
21.03.02.09 14.12.00.29
27.10.13.27 11.11.05.22
27.04.23.29 16.11.02.56
13.07.02.00 26.11.12.35
27.10.20.39 16.11.23.02
28.05.06.00 22.07.06.25
01.12.11.25 03.12.13.03
16.03.15.13 21.07.02.30
29.07.19.44 17.08.01.51
06.08.13.32 14.10.15.37
05.11.09.50 20.11.17.44
18.07.02.02 06.08.05.06
24.03.17.31 02.06.23.27
19.03.04.40 13.07.03.10
29.01.05.44 01.06.08.16
02.03.11.52 19.04.11.08
19.08.17.52 12.11.09.47
11.05.08.59 17.06.09.59
30.05.20.29 01.07.20.44
25.11.05.47 23.12.22.17
18.10.02.25 27.11.10.26
30.04.04.58 23.11.13.03
12.03.02.40 16.04.23.23
03.11.19.00 24.11.21.30
16.08.23.45 03.10.04.02
04.06.22.56 27.09.08.27
28.03.07.46 25.04.10.35
02.01.01.08 26.03.10.26
09.07.21.16 13.11.18.41
24.10.08.51 08.12.00.36
18.11.05.01 20.12.05.16
02.03.02.48 10.11.23.19
21.09.09.42 26.12.15.21
28.06.01.40 25.10.11.49
27.04.10.20 30.06.11.45
06.04.12.26 21.11.03.57
03.11.05.25 08.11.11.49
02.07.23.00 22.08.21.48
07.07.13.29 20.07.13.39
23.01.22.40 12.09.08.12
08.10.19.34 04.12.16.15
01.04.22.55 29.05.09.16
07.05.15.15 12.11.09.54
16.06.20.32 06.11.04.13
26.08.21.18 22.11.11.26
15.04.02.55 24.08.12.38
29.04.05.04 23.10.00.27
03.10.01.14 17.11.11.28
25.01.06.38 26.06.19.31
05.02.03.00 24.02.16.39
12.10.10.56 10.12.21.39
06.11.04.55 16.11.03.14
09.07.20.07 12.10.22.39
30.04.07.00 20.09.22.41
21.03.16.35 12.04.21.12
29.11.10.41 14.12.20.38
14.03.21.08 19.04.20.32
07.11.18.00 20.11.20.57
02.06.05.03 27.08.11.15
11.07.02.01 12.11.23.04
10.02.09.28 01.05.20.21
13.09.06.25 26.09.18.00
30.07.20.01 09.09.01.27
15.08.22.21 18.10.14.01
10.02.08.07 27.10.07.59
08.09.14.15 03.11.16.17
26.07.22.03 01.09.07.40
18.08.23.50 23.08.23.50
01.08.02.58 02.09.05.09
07.03.18.38 29.08.16.13
03.03.00.47 27.10.10.30
25.04.21.31 11.07.14.36
03.10.03.06 09.10.20.47
02.05.02.28 09.09.05.55
15.02.11.16 09.07.06.41
06.09.17.35 19.11.23.42
18.08.21.50 17.10.02.48
01.08.14.03 24.11.20.42
12.01.13.13 09.03.04.30
11.09.12.16 10.10.23.44
16.06.23.08 27.07.16.47
07.02.22.05 28.04.06.59
27.01.19.19 17.07.06.30
07.03.19.08 05.09.13.10
16.07.08.07 27.11.03.43
27.01.10.44 13.12.07.57
15.09.15.46 28.11.18.10
12.09.14.31 27.12.07.32
14.04.02.34 17.09.05.06
26.06.01.56 09.09.16.31
14.12.12.30 22.12.01.57
06.05.12.19 28.12.21.03
03.10.02.59 22.10.12.16
09.08.15.05 07.10.05.53
20.04.09.46 21.05.12.47
11.10.01.42 19.12.21.18
05.12.01.43 25.12.01.33
28.06.16.14 25.09.17.06
15.10.21.37 13.12.16.49
14.04.23.22 18.10.20.37
26.10.12.46 11.11.19.13
10.12.08.59 24.12.16.05
08.12.19.23 22.12.01.07
13.07.12.11 02.11.00.22
02.05.04.18 19.10.04.30
13.04.10.06 10.08.17.23
14.05.01.26 25.09.21.25
22.12.06.49 23.12.07.19
07.10.01.41 27.12.04.03
13.04.21.47 23.04.16.16
25.06.08.58 18.07.10.40
26.06.12.31 17.09.06.48
28.02.23.23 03.05.12.58
03.01.11.15 26.10.06.31
15.07.02.00 04.11.13.52
14.04.11.10 12.08.20.52
02.03.16.33 21.07.22.31
22.11.18.49 28.12.19.44
21.04.09.42 04.10.18.48
17.09.16.09 03.12.02.01
19.01.02.47 06.05.17.26
02.12.17.29 20.12.06.09
30.02.12.16 06.05.13.26
28.11.05.23 20.12.15.34
07.05.23.42 27.10.15.07
01.06.04.07 12.09.22.01
15.10.07.06 30.11.22.00
26.02.05.54 29.12.17.23
01.06.08.47 08.09.21.42
28.03.18.15 14.05.00.48
24.09.16.29 08.12.07.44
19.02.08.39 08.05.05.48
22.07.13.28 29.07.01.05
25.07.08.31 05.10.02.30
27.07.22.25 03.12.21.01
02.09.19.29 16.12.07.34
20.02.07.43 24.03.23.31
18.10.20.18 15.11.01.57
13.11.01.23 08.12.09.24
07.07.22.29 23.08.19.27
22.10.06.01 17.11.05.31
11.11.20.25 17.12.08.24
28.07.07.41 07.09.16.27
15.09.16.23 01.11.15.49
25.01.04.43 14.09.09.47
23.06.07.43 22.12.13.49
26.07.08.55 30.07.01.41
26.06.09.27 18.12.14.10
26.06.15.33 23.07.21.57
19.11.21.01 10.12.12.02
15.02.10.00 29.12.08.28
08.08.16.20 16.10.07.06
25.03.09.56 16.08.03.04
22.09.17.47 16.11.05.42
18.03.21.50 02.07.15.38
01.08.20.51 21.11.20.03
19.02.10.19 16.11.22.33
04.04.23.48 14.09.03.46
16.06.05.08 21.07.20.22
14.04.12.45 19.07.18.51
19.06.21.23 10.08.13.11
24.07.22.39 09.11.15.57
05.12.08.25 28.12.13.48
11.11.13.44 26.12.19.19
02.02.22.07 09.12.22.11
09.04.09.18 12.08.12.22
11.01.08.00 16.01.01.37
13.02.09.52 24.10.20.01
15.06.09.55 26.11.16.15
08.08.19.49 25.08.09.51
25.04.00.49 28.12.15.41
03.09.00.15 06.11.09.35
03.01.14.46 24.03.14.27
16.07.02.22 07.09.10.45
15.12.02.36 30.12.18.47
01.04.19.44 29.07.09.56
15.04.01.41 04.06.11.21
10.03.16.31 05.07.14.28
05.05.02.26 02.08.09.31
03.08.09.58 06.11.02.06
27.10.14.05 30.11.07.44
11.12.00.18 19.12.02.09
25.09.14.41 09.10.02.25
23.09.14.54 06.10.15.12
25.01.10.32 29.10.01.27
05.12.12.21 22.12.18.57
19.05.00.31 25.09.19.27
01.10.07.53 26.10.08.34
21.02.03.36 11.03.05.49
29.09.12.48 12.12.00.57
18.08.14.50 04.10.08.39
16.06.14.22 17.07.23.59
05.01.14.36 27.08.19.59
